PairdID,Ecosystem,SourceUUTProject,SourceUUTMethodName,SourceUUTStart,SourceUUTEnd,TargetMethodName,TargetUUTProject,TargetMethodStart,TargetMethodEnd,SourceTokens,SourceMatchedPercent,SourceUnMatchedPercent,TargetTokens,TargetMatchedPercent,TargetUnMatchedPercent,SourceMatchingGroup,Rating1,Rating2,Rating,Rater1CloneType,Rater2CloneType,Rater1AcceptStatus,Rater2AcceptStatus,Rater1Comment,Rater2Comment
513,junkdog/artemis-odb,mtsr/artemis-odb,get,106,110,grow,Namek/artemis-odb,200,206,13,100,0,34,100,0,100,0,0,0,0,3,,Accept,,"No overlap between sourceUUT's clone part and targetUUT. Same input, different output. Returns int and void (mismatch). Perfect match would have existed in lines 88-92. Marked as reject, as even if perfect match was not included, the method safeGet inside the clone would still have been a better match."
514,ligi/FAST,pserwylo/FAST,getPackageName,126,130,getActivityName,johnjohndoe/FAST,130,134,8,100,0,8,0,100,100,0,4,2,0,2,,Accept,,"Duplicate to #515. Same I/O and dataflow (returns String). Method body is identical. Method names are different. Both are getters, but there would have existed a perfect match with same name, which was not identified as part of the clone. Still a valid clone, as body is identical."
515,ligi/FAST,pserwylo/FAST,getPackageName,126,130,getActivityName,johnjohndoe/FAST,130,134,8,100,0,8,0,100,100,0,4,2,0,2,,Accept,,"Same I/O and dataflow (returns String). Method body is identical. Method names are different. Both are getters, but there would have existed a perfect match with same name, which was not identified as part of the clone. Still a valid clone, as body is identical."
516,ligi/FAST,pserwylo/FAST,load,26,56,load,SebiderSushi/FAST,26,59,111,90.99,9.01,115,87.83,12.17,90-100,0,0,0,0,3,,Accept,,"Same input, different output. Returns List<AppInfo> and AppInfoList => List<Custom> and Custom (mismatch). Dataflow is very similar. It differs just by type and perhaps mostly in lines 31/34 (but thats solely type-related, too). Likely to be applicable, given some output adjustments."
517,reark/reark,bifri/reark,equals,68,80,equals,maniacs-m/reark,47,58,62,100,0,80,77.5,22.5,100,0,0,0,0,3,,Accept,,"Duplicate to #518. Same I/O. Returns boolean (matched). Dataflow differs, in lines 75-76 and 54-55 respectively. Might be applicable."
518,reark/reark,bifri/reark,equals,68,80,equals,maniacs-m/reark,47,58,62,100,0,80,77.5,22.5,100,0,0,0,0,3,,Accept,,"Same I/O. Returns boolean (matched). Dataflow differs, in lines 75-76 and 54-55 respectively. Might be applicable."
519,reark/reark,bifri/reark,put,101,109,getStream,MaTriXy/rx-android-architecture,110,117,46,86.96,13.04,29,89.66,10.34,80-89,0,0,0,0,3,,Accept,,"No overlap between source UUT's clone part and target UUT. Wrong mapping. Different I/O. Returns Single<Boolean> and Observable<StoreItem<T,U>> => Custom<Boolean/T> and Custom<Custom<T,U>> (mismatch). Better match exists, but that still differs in return type. (87-94). Maps tgt UUT to src based on the end of the tgt UUT, which is mapped to the previous method before the src UUT."
520,pentaho/modeler,kolinus/modeler,validate,181,189,validate,SergeyTravin/modeler,252,305,27,100,0,125,29.6,70.4,100,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void (matches). Method just throws exceptions based on some conditional statements. These dont overlap between src and target, though lines 288-294 in tgt check for getSourceCalculatedMeasure() which might be similar to ""measure"" used in src."
521,pentaho/modeler,kolinus/modeler,validate,181,189,validate,SergeyTravin/modeler,279,308,27,100,0,65,56.92,43.08,100,0,4,2,0,3,,Accept,,Void output. Same I/O. Returns void (matches). Clone does not include elements inside the method. Method just throws exceptions based on specific conditional checks. These do not overlap between src and target.
522,pentaho/modeler,krivera-pentaho/modeler,apply,168,194,apply,SergeyTravin/modeler,189,252,135,99.26,0.74,289,47.06,52.94,90-100,0,4,2,0,3,,Accept,,"Same I/O. Returns boolean (matched). Dataflow is identical, but state is changed differently. Similar to a previous case (from bottom)."
523,pentaho/modeler,kolinus/modeler,apply,158,181,updateMeasure,SergeyTravin/modeler,259,306,95,82.11,17.89,200,47,53,80-89,0,0,0,0,3,,Accept,,"Input differs, same output. Returns boolean (matches). Dataflow differs. No checking if schema is null in tgt. Identified clone is simply the exception instantiation, occurring in src."
524,pentaho/modeler,SergeyTravin/modeler,validate,279,308,validate,kolinus/modeler,181,189,65,56.92,43.08,27,100,0,50-59,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void (matched). Methods just throw exceptions, though based on different variables. Again no overlap between target UUT's and actual src UUT's method bodies, name is identical though and structure different."
525,pentaho/modeler,SergeyTravin/modeler,apply,189,252,apply,kolinus/modeler,168,194,289,47.06,52.94,135,99.26,0.74,40-49,0,4,2,0,3,,Accept,,"Same I/O. Returns boolean (matched). Differs statement-wise quite a bit (src does a lot more). In terms of dataflow, it is identical though. Actual applicability depends on testcase usage, if it actually needs the output or perhaps performed statechanges (persisted in lines 247 / 189)?"
526,pentaho/modeler,kurtwalker/modeler,apply,216,279,apply,kolinus/modeler,158,181,276,27.9,72.1,95,84.21,15.79,20-29,0,0,0,0,3,,Accept,,"Same I/O (returns boolean). Method itself has some considerable differences in terms of statement set. Dataflow for one output is identical, for the other src returns false, tgt throws an exception instead."
527,pentaho/modeler,krivera-pentaho/modeler,validate,194,223,validate,kurtwalker/modeler,47,52,65,12.31,87.69,8,75,25,10-19,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void (matched). Tgt does not contain an implementation, src checks a few conditionals and throws exceptions accordingly. Testcase might be applicable based on its content, but its questionable, if its of use here. Not sure, what exactly was matched here. Actually no overlap within method, just before."
528,DozerMapper/dozer,gilbertg/dozer,getBar,37,41,getBar,garethahealy/dozer,33,37,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Same I/O and dataflow. Identical method. Returns String (matched).
529,DozerMapper/dozer,garethahealy/dozer,DefaultClassLoader,27,32,DefaultClassLoader,gilbertg/dozer,33,38,25,100,0,25,100,0,100,0,4,2,0,1,,Accept,,Same I/O and dataflow. Identical method body and head. Constructors. Returns DefaultClassLoader => Custom (mapped).
530,DozerMapper/dozer,gilbertg/dozer,put,55,63,put,garethahealy/dozer,61,71,56,92.86,7.14,54,96.3,3.7,90-100,4,4,4,2,2,Accept,Accept,void::mismatched tokens in source dont affect behaviour since they are just a KeyValue indication::target matches all tokens,"Void output. Same I/O (returns void) and dataflow. Almost identical method body, differs only as tgt infers generics, whereas src specifies them extra. Type 2 due to that, but that does not change anything."
531,DozerMapper/dozer,garethahealy/dozer,getBuilder,52,65,getBuilder,gilbertg/dozer,45,58,72,81.94,18.06,64,92.19,7.81,80-89,0,0,0,0,3,,Accept,,"Same I/O. Different dataflow as tgt returns null inside exception catching whereas src throws another exception. Tgt calls a method called throwMappingException, so its likely that the behaviour is still the same, but this cant be directly inferred from this method alone, as null might stil be returned here. Returns Message.Builder => Custom (matched)."
532,DozerMapper/dozer,gilbertg/dozer,DozerCache,42,51,DefaultCache,garethahealy/dozer,41,50,52,78.85,21.15,41,100,0,70-79,0,0,0,0,3,,Accept,,"Different input and output. Constructors. Src additionally takes a StatisticsManagager and sets it as attribute (not existing in tgt class (at least in file (not taking into account superclasses))). Dataflow differs accordingly (only this parameter). Outputs DozerCache and DefaultCache, both implementing the same interface though."
533,DozerMapper/dozer,garethahealy/dozer,build,543,606,build,jbq/dozer,462,512,309,66.34,33.66,222,89.19,10.81,60-69,0,0,0,3,3,Accept,Accept,CUsom object return type::seevral mimsatched tokens affect output object,"Same I/O. Returns Mapper => Custom (matched). Output is instantiated differently -> gets different parameters in constructor in return statement. Constructor follows same structure, but differs quite a bit in executed statements. Usability needs further assessment. Especially what the testcase itself does."
534,Countly/countly-sdk-android,MaTriXy/countly-sdk-android,recordEvent,280,284,recordEvent,wszf/countly-sdk-android,783,787,18,100,0,18,100,0,100,4,4,4,1,1,Accept,Accept,void,Void output. Same I/O (returns void) and dataflow. Identical method head and body.
535,Countly/countly-sdk-android,MaTriXy/countly-sdk-android,recordEvent,291,295,recordEvent,wszf/countly-sdk-android,783,787,22,100,0,18,100,0,100,0,0,0,0,3,,Accept,,"Void output, but different input, same output (void). Src takes an additional parameter. Better matching (perfect) would have existed between 794 and 798. Otherwise, could still be of interest, as both implementations simply call the same method, though tgt assumes one more value, which is passed to src. There exist multiple overrides of the method in src and tgt."
536,Countly/countly-sdk-android,MaTriXy/countly-sdk-android,currentTimestampSeconds,54,58,currentTimeMillis,wszf/countly-sdk-android,1623,1627,18,94.44,5.56,12,100,0,90-100,0,0,0,0,3,,Accept,,"No overlap between source UUT's clone part and target UUT. Same input, different output (int and long => convertible one-way). Different dataflow. Src divides by 1000, tgt adds a value. Different operation -> type 3. A better matching (with slightly different name) would hve existed in lines 1615-1619."
537,jenkinsci/warnings-plugin,nekromant/warnings-plugin,getNamedChildElements,16,30,getNamedChildElements,habast/warnings-plugin,16,30,97,100,0,97,100,0,100,0,4,2,0,1,,Accept,,Same I/O and dataflow. Identical method head and body. Returns List<Element> => List<Custom> (matched).
538,jenkinsci/warnings-plugin,habast/warnings-plugin,DynamicParser,29,35,DynamicDocumentParser,SvenLuebke/warnings-plugin,29,35,52,100,0,53,98.11,1.89,100,0,0,0,0,3,,Accept,,"Same input, different output (Returns DynamicParser/DynamicDocumentParser). Constructors. Dataflow differs, as lines 30 and 30 can affect the output (super constructor), by setting state. This takes different parameters (one additional in tgt). Could be interesting to see if its applicable. Dont share an immediate common ancestor (RegexpLineParser and RegexpDocumentParser)."
539,Netflix/servo,gorzell/servo,getTags,179,183,getTags,salewski/servo,129,133,8,100,0,19,100,0,100,0,0,0,0,3,,Accept,,"Same input (none), different output. Returns TagList and List<Tag> => Custom and Custom (mismatched). Dataflow differs, too. Src simply returns an attribute, whereas tgt copies a list, received by executing a function on an attribute. There exists a perfect matching between lines 179-183. Dont see any similarity between the matched methods apart from its name."
540,Netflix/servo,gorzell/servo,getName,172,176,getName,entelesis/servo,122,126,8,100,0,8,100,0,100,4,4,4,1,1,Accept,Accept,String,"Same I/O and dataflow. Method body and head identical. Returns String (matched). Maps src function from MonitorConfig class to tgt static class Builder (same function), but a perfect match in the same surrounding class would have existed, too."
541,Netflix/servo,entelesis/servo,getValue,67,74,getValue,vmorarian/servo,72,79,53,90.57,9.43,48,100,0,90-100,0,0,0,0,3,,Accept,,"Same I/O. Dataflow differs in return statement, where src does some extra calculation (conversion operation). Depending on actual purpose of the function this could be applicable. Returns Number => Custom (matched)."
542,kairosdb/kairosdb-client,flykarry/kairosdb-client,getRangeSize,53,58,getRangeSize,akito45/kairosdb-client,55,60,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Same I/O and dataflow. Simple getter. Identical method body. Returns RelativeTime => Custom (matches).
543,kairosdb/kairosdb-client,BrentonPoke/kairosdb-client,fromJson,38,43,fromJson,flykarry/kairosdb-client,47,51,24,100,0,25,96,4,100,0,4,2,0,1,,Accept,,"Same I/O and dataflow. Difference is that tgt is static, whereas src is not. Method body is identical. Returns T (matches)."
544,kairosdb/kairosdb-client,flykarry/kairosdb-client,fromJson,47,51,fromJson,BrentonPoke/kairosdb-client,38,43,25,96,4,24,100,0,90-100,0,4,2,0,1,,Accept,,"Same I/O and dataflow. Difference is that src is static, wherreas tgt is not. Returns T (matches). Testcase needs to be slightly adjusted, as JsonMapper needs to be instantiated first."
545,samskivert/jmustache,skaba/jmustache,execute,43,50,execute,samskivert/jmustache,69,75,30,100,0,29,0,100,100,4,4,4,1,1,Accept,Accept,String,"Same I/O and dataflow. Identical method body. Difference is, that src might throw a MustacheException, which misses from tgt. Different perfect match (including exception throwing) exists in lines 126-132. But exception throwing is not an immediate return-value. Returns String (matched)."
546,samskivert/jmustache,skaba/jmustache,execute,43,50,execute,samskivert/jmustache,69,75,30,100,0,29,0,100,100,0,4,2,0,1,,Accept,,"Same I/O and dataflow. Identical method body. Difference is, that src might throw a MustacheException, which misses from tgt. Different perfect match (including exception throwing) exists in lines 126-132. But exception throwing is not an immediate return-value. Returns String (matched)."
547,druid-io/druid-api,druid-io/druid-api,MapInputRowParser,37,45,StringInputRowParser,metamx/druid-api,44,54,20,100,0,40,70,30,100,0,0,0,0,3,,Accept,,"Same as 548 and 549 inverse. Same input, different output, could have a common ancestor (but not an immediate common ancestor). Constructors. Tgt calls src within and does some extra output-affecting changes. Returns MapInputRowParser and StringInputRowParser => Custom and Custom (mismatched)."
548,druid-io/druid-api,jon-wei/druid-api,MapInputRowParser,37,45,StringInputRowParser,metamx/druid-api,44,54,20,100,0,40,70,30,100,0,0,0,0,3,,Accept,,"Inverse pairing to 549. Same input, different output (could be related, but not by an immediate common ancestor). Constructors. Tgt calls src within and does some extra output-affecting changes compared to src. Returns MapInputRowParser and StringInputRowParser => Custom and Custom (mismatched)."
549,druid-io/druid-api,metamx/druid-api,StringInputRowParser,44,54,MapInputRowParser,jon-wei/druid-api,37,45,40,70,30,20,100,0,70-79,0,0,0,3,3,Accept,Accept,Constructor::mimsatched intiailziezation statments::target has all tokens matched::test case can apply but might fail,"Same input, different output (might be related, but not a direct common ancestor). Src calls tgt method within. Src has some additional output affecting changes compared to target. Returns StringInputRowParser and MapInputRowParser => Custom and Custom (mismatched). Constructors."
550,Netflix/astyanax,opuneet/astyanax,MockCompositeType,123,132,MockCompositeType,mkmainali/astyanax,21,25,58,100,0,4,100,0,100,0,0,0,0,3,,Accept,,"Same output (MockCompositeType -> custom type), different input. Dataflow differs, as src sets attributes, which tgt does not. Constructors. Perfect match would have existed including same parameters and return-type. With this, only output type is correct."
551,Netflix/astyanax,abersnaze/astyanax,MockCompositeType,123,132,MockCompositeType,mkmainali/astyanax,21,25,58,100,0,4,100,0,100,0,0,0,0,3,,Accept,,"Same output (MockCompositeType -> custom type), different input. Dataflow differs, as src sets attributes, which tgt does not. Constructors. Perfect match would have existed including same parameters and return-type. With this, only output type is correct."
552,lviggiano/owner,mosoft521/owner,SystemProviderForTest,24,29,SystemProviderForTest,StFS/owner,24,29,31,100,0,31,100,0,100,0,4,2,0,1,,Accept,,Same I/O and dataflow. Identical method body. Constructor. Returns SystemProviderForTest => Custom (matches).
553,lviggiano/owner,mosoft521/owner,SystemProviderForTest,24,29,SystemProviderForTest,sant3/owner,24,29,31,100,0,31,100,0,100,4,4,4,1,1,Accept,Accept,Custom object return type,Constructor. Same I/O and dataflow. Identical method body. Returns SystemProviderForTest => Custom (matches).
554,emilsjolander/sprinkles,jdrider/sprinkles,ModelList,24,28,ModelList,lsjwzh/rx-sprinkles,22,26,5,100,0,5,100,0,100,0,4,2,0,1,,Accept,,Constructor. Same I/O. Identical method body. Implementation has some differences otherwise. Returns ModelList => Custom extending ArrayList<T extends Model> (matches).
555,emilsjolander/sprinkles,jdrider/sprinkles,save,77,87,delete,lsjwzh/rx-sprinkles,328,338,37,100,0,43,62.79,37.21,100,0,0,0,0,3,,Accept,,"Different input, same output (boolean). Tgt takes a model as input. There also exists a namewise closer clone, but the given one is still valid. Both methods call a different method internally (save/delete). This takes the extra parameter in the tgt-case, too. If transplantable, this might require adjusting the assertions afterwards, since something is deleted instead of saved. Clone type 3, as apart from method type itself also the called method's name changes, which name-wise seems to fulfil a different goal."
556,emilsjolander/sprinkles,emilsjolander/sprinkles,getContentValues,68,89,getContentValues,lsjwzh/rx-sprinkles,129,186,102,99.02,0.98,310,36.77,63.23,90-100,0,0,0,3,3,Accept,Accept,Custom return type::several mimsatched tokens in traget that may render test case inapplicable,"Different input, same output. Tgt additionally receives a Sprinkles object. Src calls a method on Sprinkles.sInstance which might be a singleton? However, target does a lot more, also affecting the output in l.177. Returns ContentValues => Custom (matches)"
557,iron-io/iron_mq_java,iron-io/iron_mq_java,getName,25,29,getName,featalion/iron_mq_java,40,44,8,100,0,8,100,0,100,4,4,4,1,1,Accept,Accept,String,Same I/O and dataflow. Returns String (matched). Getter.
558,iron-io/iron_mq_java,iron-io/iron_mq_java,getSubscribers,28,32,getSubscribers,featalion/iron_mq_java,104,108,11,100,0,11,100,0,100,0,4,2,0,1,,Accept,,Same I/O and dataflow. Returns ArrayList<Subscriber> => ArrayList/List<Custom> (matched).
559,iron-io/iron_mq_java,iron-io/iron_mq_java,reserve,118,131,peek,featalion/iron_mq_java,104,116,92,81.52,18.48,45,100,0,80-89,0,0,0,0,3,,Accept,,"No overlap between src UUT's clone part and target UUT. Different input and output. Src takes three parameters compared to none in tgt. Output is Messages in src and Message in tgt. Dataflow is very different. Unsure, if this is supposed to be a clone. A perfect match does not exist. Best would be lines 77-96. Returns Messages and Message => Custom and Custom (mismatch)."
560,ronmamo/reflections,cheeryworks/reflections,test,101,119,test,aschoerk/reflections8,62,76,84,100,0,96,87.5,12.5,100,0,0,0,0,3,,Accept,,"Same I/O. Dataflow differs as accept (output value) is affected by an additional condition in tgt (chain == null). Also target includes an additional flow-statement (l. 65). As we dont expect different behaviour to be shown by these methods, and target has the stronger conditions, the testcase should probably be of use to tgt. Still needs to be investigated, though."
561,ronmamo/reflections,tvd12/reflections,fromURL,97,101,fromURL,cheeryworks/reflections,114,118,18,100,0,18,100,0,100,0,4,2,0,1,,Accept,,Same I/O and dataflow. Identical method body. Returns Dir => Custom (matched).
562,ronmamo/reflections,aschoerk/reflections8,test,62,76,test,cheeryworks/reflections,101,119,96,87.5,12.5,84,100,0,80-89,0,0,0,0,3,,Accept,,Same I/O (returns boolean). Dataflow differs slightly as src has an additional condition flowing into the output value (accept) and an additional conditional statement checking for a non-null value of chain. Could be of use to tgt. Depends on use inside testcase.
563,ronmamo/reflections,aschoerk/reflections8,getClassLoaders,306,310,getClassLoaders,cheeryworks/reflections,319,323,12,75,25,9,100,0,70-79,0,0,0,0,2,,Accept,,"Same input, different output. Returns Optional<ClassLoader[]> and ClassLoader[] => Optional[T] and T (mismatch). Could be usable depending on testcase, as method body is identical. Type 2 due to difference in method type?"
564,Progether/JAdventure,robNoonan/JAdventure,setXPGain,91,95,setXPGain,shkesar/JAdventure,26,30,15,100,0,15,100,0,100,0,4,2,0,1,,Accept,,Void output. Same I/O. Returns void (matched). Identical method -> Input is not changed differently (or at all). Setter
565,Progether/JAdventure,paddatrapper/JAdventure,getXPGain,94,98,getXPGain,shkesar/JAdventure,22,26,7,100,0,7,100,0,100,0,4,2,0,1,,Accept,,Same I/O and dataflow. Returns int (matched).
566,sachin-handiekar/jInstagram,thesocialstation/jInstagram,getUserRecentMedia,242,264,getUserRecentMedia,sachin-handiekar/jInstagram,126,149,127,100,0,129,99.22,0.78,100,4,4,4,1,1,Accept,Accept,Custom object return type,Duplicate of #567. Same I/O and dataflow. Difference is @Override on tgt-side. Returns Mediafeed => Custom (matched).
567,sachin-handiekar/jInstagram,thesocialstation/jInstagram,getUserRecentMedia,242,264,getUserRecentMedia,sachin-handiekar/jInstagram,126,149,127,100,0,129,99.22,0.78,100,0,4,2,0,1,,Accept,,Same I/O and dataflow. Difference is @Override on tgt-side. Returns Mediafeed => Custom (matched).
568,ippontech/tatami,jdubois/tatami,setTag,99,103,setTag,obazoud/tatami,24,28,16,100,0,16,100,0,100,4,4,4,1,1,Accept,Accept,void,Void output. Same I/O. Returns void (matched). Identical method body. Setter.
569,ippontech/tatami,obazoud/tatami,getFriendsCount,227,231,getFriendsCount,jdubois/tatami,102,106,7,100,0,7,100,0,100,0,4,2,0,1,,Accept,,Same I/O and dataflow. Returns long (matched).
570,reficio/p2-maven-plugin,reficio/p2-maven-plugin,execute,59,64,execute,ischindl/p2-maven-plugin,48,53,16,100,0,24,100,0,100,0,0,0,0,2,,Accept,,"Void output, but different input, same output (void). Method body itself is identical. Tgt has additional parameters, which are passed to the src object in the constructor and are stored inside the object itself. Should probably be mappable. Type 2 clone due to different method type?"
571,reficio/p2-maven-plugin,ischindl/p2-maven-plugin,execute,48,53,execute,FlakyTestDetection/p2-maven-plugin,58,63,24,100,0,16,100,0,100,0,0,0,0,2,,Accept,,"Void output, but input differs, output identical (void). Method body itself is identical. Src gets passed parameters, which are passed to tgt inside the constructor. Should be applicable. Rated as type 2 clone, as method type is different."
572,AdamBien/lightfish,ds2/lightfish,collect,40,84,collect,Michael-xxxx/wildmon,40,84,328,100,0,332,98.8,1.2,100,0,0,0,0,3,,Accept,,"Same I/O. Returns DataPoint<List<LogRecord>> => Custom<T> or Custom<T<U>> (matched). Dataflow differs, as records (affecting output) are changed differently in lines 70, 71 in src and tgt. In general, there are a lot of small changes, all of which should intuitively be convertible."
573,AdamBien/lightfish,ds2/lightfish,collect,40,84,collect,Michael-xxxx/wildmon,40,84,328,100,0,332,98.8,1.2,100,0,0,0,0,3,,Accept,,"Same I/O. Dataflow differs, as records (affecting output) is changed differently in lines 70, 71. There are a lot of small differences, most of which should intuitively be convertible into another. Returns DataPoint<List<LogRecord>> => Custom<T> or even Custom<T<U>> (matched)."
574,AdamBien/lightfish,ds2/lightfish,collect,40,84,apply,AdamBien/lightfish,35,81,328,97.56,2.44,364,87.91,12.09,90-100,0,0,0,0,3,,Accept,,"Different input and output. Returns DataPoint<List<LogRecord>> and Pair => Custom<T> or Custom<T<U>> and Custom (mismatched). Intuitively methods seem to be very similar, but using tgt instead of src might be non-trivial. Check testcase for that."
575,AdamBien/lightfish,ds2/lightfish,retrieveSessionToken,48,67,retrieveSessionToken,AdamBien/lightfish,43,58,114,68.42,31.58,91,85.71,14.29,60-69,0,4,2,0,3,,Accept,,"Void output. Same input and output (void). Methods are not identical, e.g., managementResource-variable is created differently."
576,Jasig/CalendarPortlet,bjagg/CalendarPortlet,getEventList,86,221,getPeriod,bourey/CalendarPortlet-1,289,310,653,87.29,12.71,145,33.79,66.21,80-89,0,0,0,0,3,,Accept,,"Input and output, both, are different. Dataflow matching seems rather difficult. Seemingly good matching would have also existed starting from l. 77 in tgt (same name and looks relatively similar on a first glance). Returns ModelAndView and Interval => Custom and Custom (mismatched)."
577,HdrHistogram/HdrHistogram,gkamal/HdrHistogram,decodeFromCompressedByteBuffer,250,256,decodeFromCompressedByteBuffer,oertl/HdrHistogram,266,272,29,100,0,29,93.1,6.9,100,0,0,0,0,2,,Accept,,"Same input. Different output, though output class in tgt inherits from output class in src. Method body only differs by type casting to different output type and class literal (also making this type 2 clones). Returns Histogram and SynchronizedHistogram => Custom and Custom (mismatched, but b is subclass of a)."
578,HdrHistogram/HdrHistogram,gkamal/HdrHistogram,decodeFromCompressedByteBuffer,250,256,decodeFromCompressedByteBuffer,oertl/HdrHistogram,266,272,29,100,0,29,93.1,6.9,100,0,0,0,0,2,,Accept,,"Same input. Different output, though one is subclass of another. Src output class is Histogram, tgt output class implements Histogram. Dataflow otherwise differs by different .class parameter given to method called in return-statement. Type 2 as it differs by return type and passed type literal. Returns Histogram and SynchronizedHistogram => Custom and Custom (mismatched, but b is subclass of a)."
579,HdrHistogram/HdrHistogram,gkamal/HdrHistogram,copy,101,108,copy,mikeb01/HdrHistogram,52,59,26,96.15,3.85,27,92.59,7.41,90-100,0,0,0,0,3,,Accept,,"Same input, different output, though output has a common direct ancestor (AbstractHistogram). Method differs only by one statement, each instantiating the other type, using different parameters though. Returns Histogram and AtomicHistogram => Custom and Custom (mismatch with common ancestor)."
580,tomighty/tomighty,soheilhy/tomighty,seconds,31,35,seconds,piotr-sobczyk/daily-work,31,35,16,100,0,16,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Identical dataflow. Returns Time => Custom (matched).
581,tomighty/tomighty,tomighty/tomighty,seconds,31,35,seconds,piotr-sobczyk/daily-work,31,35,16,100,0,16,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Identical dataflow. Returns Time => Custom (matched).
582,wurstmeister/storm-kafka-0.8-plus,brndnmtthws/storm-kafka-0.8-plus,fromString,59,73,fromString,Krowd9/storm-kafka-0.8-plus,36,50,79,100,0,79,100,0,100,0,0,0,0,2,,Accept,,"Same input. Different output type. Both implementing classes implement the same two interfaces, the second one being Comparable<T> where T is Broker in src and HostPort in tgt. Other than this type-difference the methods are identical. So its likely, the testcase could potentially be applicable for the target? Returns Broker and Hostport => Custom and Custom (mismatched). Did not check for common ancestors yet."
583,wurstmeister/storm-kafka-0.8-plus,wurstmeister/storm-kafka-0.8-plus,fromString,41,55,fromString,Krowd9/storm-kafka-0.8-plus,36,50,79,100,0,79,100,0,100,0,0,0,0,2,,Accept,,"Same input. Different output. Returns Broker and HostPort => Custom and Custom (mismatched). Method implemented by different classes, implementing the same interfaces, though. Second interface is Comparable<T> with T being Broker in src and HostPort in tgt. Method seems to be identical apart from type differences. Could see this being applicable for target with modification."
584,addthis/stream-lib,Diffblue-benchmarks/stream-lib,offer,333,339,offer,positiveblue/stream-lib,110,116,26,100,0,27,96.3,3.7,100,0,4,2,0,2,,Accept,,"Same I/O. Identical dataflow. Returns boolean (matched). Difference is ""final"" keyword in tgt for local variable."
585,addthis/stream-lib,addthis/stream-lib,offer,333,339,offer,positiveblue/stream-lib,110,116,26,100,0,27,96.3,3.7,100,0,4,2,0,2,,Accept,,"Same I/O and dataflow. Difference is ""final"" keyword for local variable in tgt. This makes the clone type 2 (?). Returns boolean (matched)."
586,addthis/stream-lib,positiveblue/stream-lib,offer,110,116,offer,Diffblue-benchmarks/stream-lib,333,339,27,96.3,3.7,26,100,0,90-100,0,4,2,0,2,,Accept,,"Same I/O. Same data flow. Difference is ""final"" keyword in src for local variable. Returns boolean (matched). Type 2 due to ""final"" altering the type?"
587,addthis/stream-lib,positiveblue/stream-lib,cardinality,116,128,cardinality,FlakyTestDetection/stream-lib,165,188,71,61.97,38.03,112,39.29,60.71,60-69,0,0,0,0,3,,Accept,,"Same I/O (Returns long (matched)). Dataflow: Method output is calculated differently, i.e., using different variables and attributes, e.g. recordSet in src and alphaMM (for estimate) in target. Both corresponding classes implement the same two interfaces (ICardinality and Serializable) and are apparently implementations of two different algorithms from one or two(?) research papers."
588,uudashr/jsmpp,openam-org-ru/org.jsmpp,getId,219,223,getId,kostousov-ds/jsmpp,161,165,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Identical dataflow. Returns String (matched).
589,uudashr/jsmpp,openam-org-ru/org.jsmpp,getValueAsString,281,290,getValueAsString,pmoerenhout/jsmpp-uudashr,242,246,42,100,0,11,100,0,100,0,0,0,0,3,,Accept,,"Same I/O. Output is effected differently. There would have been a better match between lines 278-285. Src uses String s for output, which is first generated from value, whereas tgt immediately generates output from value, without performing the same intermediate computation. Returns String (matched)."
590,paymill/paymill-java,sauce-archives/Paymill-Java,setUnit,37,41,setUnit,paymill/paymill-java,118,122,16,100,0,16,25,75,100,0,4,2,0,1,,Accept,,Void output. Same I/O. Returns void (matched). Input is not affected differently (or at all). Method body is identical.
591,paymill/paymill-java,paymill/paymill-java,getAmount,71,75,getAmount,stoilkov/paymill-java,62,66,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Identical dataflow. Returns Integer (matched).
592,paymill/paymill-java,paymill/paymill-java,setPayment,72,76,setPayment,stoilkov/paymill-java,60,64,17,94.12,5.88,16,100,0,90-100,0,4,2,0,2,,Accept,,"Void output. Same I/O types. Returns void (matched). Input is not affected differently by code in src/tgt or at all. Identical method body. Difference stems from keyword ""final""."
593,paymill/paymill-java,paymill/paymill-java,setAmount,90,94,setAmount,stoilkov/paymill-java,75,79,17,70.59,29.41,16,100,0,70-79,0,4,2,0,2,,Accept,,"Void output. Same I/O. Identical method body. Returns void (matched). Input is not affected in both sides. Difference stems from ""final"" keyword."
594,rcarz/jira-client,SOVALINUX/jira-client,getName,65,69,getName,amugofjava/jira-client,245,249,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Identical in I/O and dataflow. Returns String (matched).
595,rcarz/jira-client,SOVALINUX/jira-client,getName,65,69,getName,andreas-wenzel/de-bwl-lgl-jira-client,245,249,8,100,0,8,100,0,100,4,4,4,1,1,Accept,Accept,void,Identical in I/O and dataflow. Returns String (matched).
